Category,Deadline,Goal,Pledged,Status,Backers
Technology,2015-02-25 19:40:42,30000,100,canceled,1
Web,2016-08-27 15:44:27,500,220,canceled,15
Software,2014-08-17 18:47:46,10000,310,failed,13
Software,2016-08-17 17:26:44,10000,0,failed,0
Web,2014-08-25 08:59:00,50000,0,failed,0
Technology,2016-06-01 08:23:00,9000000,21,failed,2
Hardware,2010-08-24 06:00:00,10000,11570.92,successful,137
Gadgets,2015-11-20 16:16:31,15000,16403,successful,107
Fabrication Tools,2016-07-18 02:07:18,10000,279,failed,6
Camera Equipment,2016-08-21 17:17:12,4900,393,failed,9
Technology,2015-04-12 18:23:14,15000,190,failed,4
Technology,2016-10-19 18:00:26,50000,11376,canceled,30
3D Printing,2015-05-09 15:08:36,45000,499168.33,successful,1525
Gadgets,2014-10-12 18:07:32,25000,2179,failed,37
Software,2015-05-29 10:26:38,500000,0,canceled,0
Gadgets,2016-04-06 00:13:25,22000,0,canceled,0
Sound,2015-06-13 19:31:06,240000,2627,failed,20
Hardware,2013-05-10 23:12:23,5000,19499,successful,200
Hardware,2009-12-01 06:00:00,5000,0,canceled,0
Wearables,2014-12-18 22:33:15,20000,75,canceled,1
Web,2015-06-21 00:21:26,750000,0,failed,0
Apps,2015-11-14 23:33:39,250000,0,failed,0
Technology,2015-10-20 16:05:07,5000,20,failed,1
Apps,2014-08-08 20:00:03,12000,55,failed,2
Web,2015-04-22 21:56:26,13803,0,canceled,0
Sound,2015-08-06 15:15:10,120000,18872,canceled,213
Technology,2014-04-28 06:00:00,40000,31635,canceled,189
Apps,2016-06-09 03:13:12,10000,11640,successful,43
Gadgets,2014-09-01 02:45:08,50000,41,failed,3
Apps,2015-09-23 03:20:33,500000,0,failed,0
Apps,2016-08-28 21:45:51,30000,2,failed,2
Hardware,2014-08-15 03:15:13,18000,190,failed,3
Technology,2015-12-16 00:10:18,10000,3665,failed,126
Hardware,2014-02-13 06:08:23,5000,5213,successful,85
Sound,2014-07-23 17:12:52,25000,42.22,failed,2
Space Exploration,2015-05-21 19:56:28,15000,21882,successful,465
Wearables,2015-11-09 02:21:33,20000,411,failed,8
Gadgets,2015-12-02 07:59:00,10000,2098,canceled,16
Apps,2015-08-06 12:36:25,15000,16431,successful,191
Apps,2015-04-25 23:51:01,10000,0,canceled,0
Wearables,2016-08-25 15:01:22,50000,2085491,successful,9955
Technology,2015-01-08 00:00:50,10000,646,canceled,7
Web,2015-07-22 15:02:10,100000,61,failed,2
Technology,2013-03-22 00:21:19,3150,3255,successful,61
Apps,2014-05-27 18:07:36,10000,70,failed,9
Software,2015-06-12 21:11:41,25000,0,failed,0
Sound,2015-12-25 00:32:21,150000,3248,failed,8
Wearables,2014-10-21 03:07:49,30000,2604,failed,50
Hardware,2013-09-20 23:00:00,100000,115513,successful,437
Wearables,2015-10-22 13:59:20,100000,118534,successful,223
Fabrication Tools,2014-11-20 14:59:46,50000,626599,successful,645
Gadgets,2014-10-16 18:06:45,10000,34342,successful,845
Wearables,2015-09-26 05:59:00,10000,665,failed,26
Hardware,2012-03-12 16:22:46,20000,8142,failed,46
Web,2015-08-27 19:03:07,20000,33093.57,successful,859
Hardware,2013-04-10 21:41:13,1000,4,failed,4
Technology,2016-02-03 06:31:25,1100,535,failed,12
Robots,2015-03-01 20:27:00,500,630,successful,26
Hardware,2013-12-01 18:07:06,850000,1255,canceled,7
Gadgets,2016-09-26 11:40:46,30000,188094,successful,505
Web,2015-06-19 22:12:35,15000,0,failed,0
Web,2014-08-10 22:35:19,6000,0,failed,0
Hardware,2014-09-01 00:46:00,20000,159,failed,3
Web,2014-11-28 18:13:17,5000,25,failed,1
Technology,2014-09-09 05:50:19,140000,3,failed,3
Technology,2016-04-28 21:25:52,100000,51,failed,3
Technology,2014-04-27 01:27:05,3000,61,failed,6
DIY Electronics,2016-11-20 18:34:13,30000,90358,successful,476
Technology,2014-10-11 00:04:24,50000,18191.75,failed,97
Space Exploration,2015-03-28 14:46:17,2300,28,failed,3
Hardware,2012-06-09 00:16:08,3500,638,failed,14
Gadgets,2016-08-28 16:11:17,10000,5027.5,failed,39
Technology,2015-02-11 06:59:00,30000,2722,failed,14
DIY Electronics,2016-08-27 02:00:00,1000,16412,successful,245
Wearables,2016-08-31 09:00:21,30000,30568,successful,232
Technology,2014-04-24 14:44:18,7500,41118.66,successful,965
Wearables,2015-06-03 15:12:15,25000,78,canceled,2
Software,2010-09-20 03:01:00,500,550,successful,19
Technology,2012-03-29 23:48:27,18000,4262,failed,79
Software,2016-06-12 22:20:00,3210000,6808,canceled,75
Technology,2014-06-18 23:58:31,10000,1783,failed,25
Hardware,2012-09-29 20:57:19,2100,5817,successful,51
Robots,2012-11-02 00:02:31,3000,3058,successful,39
Apps,2015-04-01 19:14:11,30000,0,failed,0
Flight,2015-04-01 02:59:00,16981,50,failed,2
Sound,2015-09-04 14:49:13,16000,70,canceled,2
Technology,2013-12-02 09:18:13,313550,31,failed,2
Wearables,2015-05-11 21:57:02,15000,684,failed,25
Hardware,2015-11-25 20:04:11,250000,46,failed,2
Robots,2015-10-31 07:59:00,50000,815601.5,successful,1324
Software,2016-03-09 18:37:26,250000,1,failed,1
Software,2013-06-25 16:27:47,1000,46,failed,4
Software,2010-10-06 20:00:00,6000,8420.95,successful,62
Apps,2015-09-04 22:28:12,18000,0,canceled,0
Technology,2016-02-15 11:53:56,90000,21691.2,canceled,96
Gadgets,2015-02-13 05:59:00,50000,30969,canceled,183
Technology,2013-05-24 00:49:17,270,430,successful,12
Technology,2014-01-02 11:57:34,50000,16533,canceled,60
Software,2013-04-13 03:15:39,2500,184,failed,7
Wearables,2015-03-25 22:08:58,35000,42936,successful,560
Hardware,2012-03-03 06:36:37,20000,196,failed,16
Hardware,2016-09-09 03:17:06,30000,4642,failed,10
Technology,2012-02-01 22:18:04,10000,0,failed,0
Gadgets,2015-08-30 10:30:41,15000,46134,successful,1150
Technology,2014-08-16 02:47:37,10000,10,failed,1
Apps,2014-07-02 20:40:10,29525,5,failed,1
Gadgets,2015-06-07 03:08:24,60000,6200,failed,70
3D Printing,2014-05-31 02:18:54,250000,232822,failed,683
Software,2014-12-03 20:50:56,25000,1560,failed,14
Hardware,2016-05-07 15:57:12,71500,79173,successful,350
Apps,2014-11-25 19:00:44,10000,1,failed,1
Hardware,2015-02-27 03:02:42,11000,21,failed,7
Technology,2016-10-14 12:58:08,700000,0,failed,0
Fabrication Tools,2016-11-23 06:00:00,50000,314547.5,successful,1279
Technology,2011-01-03 06:27:25,19500,2168.5,canceled,35
Technology,2015-07-25 18:41:28,50000,1,failed,1
Web,2015-04-09 05:59:00,40000,50352,successful,212
Camera Equipment,2016-04-09 19:34:15,10000,597,failed,14
Technology,2015-05-31 06:42:49,10000,0,canceled,0
Technology,2014-12-04 14:41:56,5000,0,failed,0
Space Exploration,2015-04-03 20:05:13,100000,1647,failed,27
Flight,2014-08-08 09:17:25,100000,10137,failed,40
Software,2015-08-07 22:53:29,10000,25,failed,1
Technology,2015-08-29 12:07:43,15000,0,failed,0
Technology,2016-01-03 19:02:07,10000,201,failed,2
Software,2016-07-31 07:00:00,75000,5911,canceled,51
Wearables,2015-08-11 02:12:06,9000,1544,failed,14
Apps,2016-08-27 22:38:44,50000,0,canceled,0
Web,2015-07-09 00:03:24,500000,0,canceled,0
Hardware,2013-06-09 11:00:29,80000,264527.43,successful,4474
DIY Electronics,2012-09-28 18:04:13,6000,16498.6,successful,252
Technology,2015-06-27 02:27:32,15000,1361,failed,9
Technology,2015-04-23 21:55:39,56000,3504,canceled,24
Apps,2015-05-25 20:12:08,1400,16,failed,2
Web,2015-07-02 23:59:44,4000,0,canceled,0
Technology,2013-04-08 19:34:00,50000,4536,failed,150
Hardware,2014-04-23 18:04:13,14000,4224,failed,78
Web,2016-06-27 09:32:00,1000,16669,successful,467
Web,2014-12-19 16:24:42,25000,40,failed,2
Technology,2014-09-24 20:03:35,10000,10721,successful,317
Robots,2015-01-22 03:00:00,2500,127,failed,5
Apps,2016-09-23 02:15:11,50000,61,failed,4
Space Exploration,2014-12-23 10:53:26,9000,321,failed,9
Robots,2014-11-30 08:59:00,15000,2996,failed,22
Technology,2011-05-11 02:00:00,10000,746,failed,15
Technology,2014-03-22 00:20:45,1000,2,failed,2
Technology,2011-12-22 22:28:03,69000,1167,failed,9
Apps,2015-09-16 19:24:54,200000,51,failed,2
Apps,2016-06-30 23:16:00,37000,17,failed,1
Technology,2014-10-19 19:07:12,70000,4201,failed,9
Web,2014-12-02 16:52:18,100000,100,failed,1
Technology,2013-04-15 06:08:10,50000,56500.49,successful,498
Flight,2015-01-31 21:54:30,15000,1277,failed,14
Apps,2015-02-17 08:24:04,3000,2645,canceled,5
Web,2015-05-29 05:01:00,25730,4398.83,canceled,42
Technology,2014-10-05 00:00:00,100000,13978,canceled,93
Web,2014-12-05 01:03:01,2500,850,failed,7
Hardware,2014-11-20 16:58:21,150000,400,failed,5
Technology,2014-12-03 18:35:38,40000,9335,failed,93
Technology,2015-09-11 16:02:15,90000,52217,canceled,221
Technology,2015-08-17 23:42:42,105000,60,canceled,1
Web,2015-04-23 16:54:19,59989,8000,canceled,40
Web,2015-04-16 22:08:25,50000,1100,failed,2
Technology,2010-07-30 00:00:00,2000,2275,successful,23
Apps,2015-06-10 22:35:58,500,51,failed,2
Gadgets,2015-07-18 05:37:57,30000,56742,successful,1093
Makerspaces,2016-01-16 07:28:59,175000,12042,failed,27
Wearables,2015-05-21 14:59:21,200000,46363,failed,448
Software,2011-09-03 01:51:26,1000,1781,successful,76
Web,2015-08-23 10:35:08,5000,131,canceled,8
Web,2016-04-13 16:00:06,3000,35,canceled,2
Web,2015-08-04 06:30:03,3000,75,canceled,2
Web,2016-09-08 02:30:55,19500,0,canceled,0
Web,2016-08-06 03:24:44,5000,0,canceled,0
Hardware,2013-03-20 10:54:51,60000,21003,failed,169
Technology,2015-04-16 01:15:04,30000,821,failed,7
Web,2014-06-01 23:59:10,5000,50,failed,1
Hardware,2014-11-12 09:37:00,1000,2,failed,2
Gadgets,2015-06-05 13:42:26,39800,474,failed,5
Hardware,2014-09-08 13:52:03,205000,155919,failed,654
Hardware,2015-05-06 05:20:25,10000,50,failed,1
Technology,2014-08-30 17:26:13,2000,2010,successful,36
Technology,2015-04-28 17:14:07,50000,70,failed,1
Robots,2014-04-30 21:30:26,800,952,successful,28
Software,2013-06-27 01:28:14,7500,151,failed,4
Technology,2013-03-01 19:59:00,10000,10198,successful,36
Camera Equipment,2016-08-13 09:03:35,20000,20655,successful,197
Flight,2014-08-09 06:53:57,300000,3465,failed,17
Web,2014-10-29 02:00:00,3500,25,failed,1
Hardware,2013-10-21 01:18:32,46000,13351,canceled,59
DIY Electronics,2011-10-02 05:22:31,2500,8053.09,successful,146
Technology,2015-07-27 03:40:06,180000,101,failed,2
Technology,2016-01-07 17:36:59,10000,1,failed,1
Hardware,2016-06-22 14:42:11,50000,95557,successful,1086
Web,2016-02-06 21:52:40,25,135,successful,36
Apps,2014-11-17 23:15:39,6000,35,failed,3
Hardware,2014-03-21 17:00:00,1000,2036,successful,5
Software,2015-10-24 21:50:49,520,0,failed,0
Makerspaces,2016-01-01 23:16:20,18000,1660,failed,13
Gadgets,2015-02-27 12:10:21,10000,11228,successful,213
Software,2016-09-09 00:12:40,25000,268,failed,3
Gadgets,2016-11-21 18:00:00,50000,94825,successful,176
Technology,2013-11-27 23:23:43,7000,960,failed,29
Software,2014-06-26 15:13:57,500000,178,failed,5
Hardware,2012-11-18 17:35:20,300000,90458,failed,87
Technology,2010-04-01 19:00:00,5000,5808,successful,126
Apps,2016-08-20 16:22:16,35000,305,canceled,5
Gadgets,2014-09-26 16:27:40,250000,485,failed,5
Wearables,2016-04-15 11:44:02,99000,0,failed,0
Hardware,2015-01-19 06:31:27,40,522,successful,13
Technology,2013-11-19 19:09:38,67000,16985,failed,327
Apps,2016-07-08 17:44:13,5000,51,failed,2
Apps,2015-10-22 23:23:00,2500,0,failed,0
Technology,2012-01-26 01:14:08,41800,65,failed,4
Apps,2015-07-02 04:10:20,5000,0,failed,0
Apps,2014-08-29 13:55:47,10000,0,failed,0
Technology,2013-08-14 16:08:55,5000,9820,successful,93
Technology,2016-01-20 17:43:46,25000,5581,failed,22
Software,2014-12-20 17:22:38,25000,116,failed,4
Technology,2011-07-24 19:24:14,17500,1825,failed,16
Wearables,2016-06-04 17:41:12,50000,19195,failed,121
Wearables,2015-05-29 16:59:49,40000,14554,canceled,228
Apps,2015-04-26 22:08:15,500,0,failed,0
Flight,2014-05-10 03:42:01,2000,253,failed,17
Hardware,2012-09-27 21:52:43,15000,2379,failed,72
Apps,2016-01-01 06:03:11,25000,0,failed,0
Technology,2014-01-17 13:54:54,100000,4935,failed,28
Apps,2016-09-15 18:35:20,25000,5611,failed,138
Software,2012-02-17 21:45:54,1650,0,failed,0
Web,2015-10-11 04:30:30,90000,0,failed,0
Software,2010-06-02 05:59:00,10000,200641.84,successful,6479
DIY Electronics,2015-12-17 12:46:18,20000,104332,successful,1756
Apps,2016-05-26 15:09:04,25000,170,failed,4
Gadgets,2016-10-17 17:00:00,3000,10198,successful,15
Technology,2010-08-15 21:06:00,80000,370,canceled,4
Web,2016-05-06 20:15:32,30000,87,failed,5
Technology,2015-09-09 08:37:59,50000,26,failed,3
Software,2016-05-02 23:32:21,55000,28,failed,6
Gadgets,2016-01-15 04:05:18,70000,2100,failed,1
Technology,2014-07-17 00:36:08,100000,104117.71,successful,842
Gadgets,2016-06-26 21:51:32,6500,45,failed,2
Technology,2015-03-18 13:27:31,50000,275000.06,successful,2256
Wearables,2014-12-05 09:03:58,5000,731,failed,23
Apps,2015-04-30 23:07:13,10000,0,failed,0
Technology,2016-04-07 04:20:40,100000,255603.83,successful,1067
Technology,2014-09-05 18:07:57,25000,360,failed,6
Apps,2014-10-15 04:14:00,25000,640,failed,8
Hardware,2013-03-08 01:00:00,40000,430,failed,4
Apps,2014-08-10 21:07:04,10000,0,failed,0
Technology,2011-05-22 21:15:54,10000,26561.1,successful,1274
Technology,2012-09-19 15:15:51,8500,20625,successful,300
DIY Electronics,2014-07-17 19:16:14,2000,10957.23,successful,485
Hardware,2015-05-11 17:37:45,2500,410,failed,8
Technology,2016-04-06 08:59:00,30000,355,canceled,7
DIY Electronics,2015-04-13 12:48:54,3000,5192,successful,53
Space Exploration,2014-02-28 00:00:00,5000,17731,successful,199
Wearables,2014-10-27 20:54:53,50000,10,failed,1
Gadgets,2015-02-06 18:01:54,35000,4443,failed,18
Technology,2015-08-16 18:41:04,40000,60,failed,2
Gadgets,2016-09-24 14:32:33,100000,5210,canceled,45
DIY Electronics,2015-12-30 07:00:00,5000,0,failed,0
Technology,2011-03-19 04:59:00,15000,2223,failed,61
Gadgets,2016-06-29 05:06:53,10000,503,failed,4
Technology,2016-04-20 19:00:25,2000,406,failed,14
Technology,2014-05-25 23:17:41,15000,5748.35,failed,113
Gadgets,2015-11-07 18:07:31,10000,76661.69,successful,1382
Hardware,2015-07-02 05:00:00,32000,75998,successful,495
Hardware,2010-07-03 01:00:00,500,1560,successful,17
Apps,2016-10-16 13:21:04,5000,1439,failed,136
Sound,2014-07-18 11:30:33,150000,27143,failed,39
Sound,2016-07-04 15:02:12,10000,4862,canceled,107
Web,2014-08-10 19:09:46,200,0,canceled,0
Hardware,2013-10-17 16:59:04,20000,776,failed,7
Hardware,2013-12-20 06:00:00,300000,56667,failed,166
Wearables,2016-01-24 14:49:56,20000,50,failed,1
Flight,2016-02-03 18:22:19,500000,25,failed,1
Software,2016-09-12 02:31:51,25000,10,canceled,1
Hardware,2014-03-17 02:57:28,5000,33.33,failed,4
Technology,2013-05-07 05:49:00,50000,62512,successful,584
Web,2015-02-02 17:54:02,15000,102,failed,3
Technology,2016-07-06 03:30:00,1200,264,failed,6
Software,2012-10-09 04:01:12,15000,191,failed,10
Web,2015-04-23 02:20:32,470,1,failed,1
Technology,2012-09-06 13:31:49,15000,96,failed,8
Apps,2014-09-10 00:52:38,10000,146,failed,30
Apps,2015-06-30 07:01:00,10000,2636,failed,8
Software,2011-04-11 18:02:55,12000,194,failed,5
Apps,2015-03-31 18:00:00,2500,3000,successful,40
Hardware,2013-12-11 16:00:08,175000,89766,failed,497
Hardware,2016-03-19 19:53:02,20000,6622,failed,92
Technology,2012-04-02 01:56:07,15500,10202,failed,74
Technology,2015-10-06 22:42:57,200000,10,failed,1
Technology,2013-09-10 03:00:00,10000,1751,failed,31
Software,2013-08-22 05:00:00,10000,5,canceled,1
Apps,2015-04-13 21:21:22,12500,48,failed,4
Hardware,2014-05-26 08:59:00,6500,2268,failed,50
Gadgets,2014-12-18 20:14:26,2000,3855,successful,85
Apps,2015-03-25 23:32:16,50000,0,failed,0
Gadgets,2016-04-06 00:53:37,15990,694,failed,8
Technology,2011-12-26 06:59:00,24000,6,failed,2
Technology,2014-05-03 05:11:03,10000,10160,successful,203
Software,2014-09-07 15:13:18,1260,22,failed,2
Technology,2016-10-07 18:14:00,50000,1,failed,1
Technology,2014-08-20 20:57:29,35000,15,canceled,1
Web,2015-06-28 19:01:56,300,0,failed,0
Gadgets,2015-09-21 00:57:18,10000,10500,successful,70
Web,2014-08-21 02:10:14,500,0,failed,0
Hardware,2014-08-11 05:27:57,10000,5,failed,1
Gadgets,2015-08-29 12:34:54,85000,31828,failed,140
Web,2015-01-04 01:03:57,100,0,failed,0
Apps,2014-09-28 21:26:02,35000,3422,failed,59
Hardware,2016-05-22 19:59:13,38500,40,failed,2
Technology,2016-09-29 18:21:41,10000,1045,failed,4
Hardware,2016-12-02 04:00:00,30000,37228.14,canceled,373
Gadgets,2014-06-19 22:36:32,18000,156,failed,7
Web,2014-09-21 11:01:53,200000,615,failed,11
Hardware,2014-04-29 16:58:30,50000,45085.66,failed,205
Hardware,2013-03-31 05:59:00,40000,282,failed,4
Hardware,2014-01-24 23:15:00,30000,13990,failed,166
Software,2014-10-29 21:13:05,25000,1,canceled,1
Makerspaces,2015-11-02 13:52:00,10000,6266,failed,84
Technology,2016-03-03 16:57:19,7500,8,failed,2
Wearables,2015-11-07 21:20:09,10000,1870,failed,6
Software,2016-03-31 19:25:33,10000,60,canceled,2
Gadgets,2015-10-10 18:42:32,30000,36753.1,successful,334
Wearables,2016-11-27 17:40:09,2000,2120,successful,26
Technology,2014-06-12 09:40:02,33000,1481,failed,26
Software,2013-06-22 21:01:15,40000,3136,failed,73
Web,2016-02-11 22:19:52,27500,175,failed,3
Software,2011-08-06 20:21:59,12000,876,failed,8
Technology,2014-05-09 19:51:58,37500,20280,failed,212
Technology,2013-12-28 18:53:34,1400,49,canceled,2
Technology,2015-09-30 18:54:40,245000,10,canceled,1
Robots,2016-05-13 14:40:44,100000,194634,successful,1038
Apps,2016-02-17 13:30:58,11000,2384,failed,68
Technology,2016-04-02 00:03:53,1250,474,failed,13
Technology,2016-08-21 23:22:00,50000,2,failed,2
3D Printing,2015-06-08 22:02:00,10000,12845,successful,48
Hardware,2014-09-25 04:17:47,9500,54,failed,7
Technology,2016-04-12 21:28:18,85000,421,failed,17
Apps,2014-09-20 21:37:52,100,5,failed,1
Software,2014-08-28 17:47:36,200000,0,failed,0
Technology,2013-07-16 19:45:59,100000,47723,canceled,129
Technology,2015-01-02 23:59:00,60000,25,failed,5
Software,2012-06-29 14:52:18,10000,11325,successful,57
Apps,2015-05-15 18:17:36,80000,5,failed,1
Hardware,2013-12-12 16:37:51,25000,435,failed,11
Software,2015-12-24 19:59:15,100000,100,failed,1
Software,2012-10-19 22:13:30,10000,12010.86,successful,310
Software,2016-07-04 09:51:02,21000,21366,successful,137
Hardware,2014-08-23 20:11:11,82500,2987,canceled,13
Technology,2015-05-24 20:01:02,10000,7,failed,1
Gadgets,2013-04-09 20:00:00,35000,336018.52,successful,8776
Camera Equipment,2015-06-29 16:30:00,25000,108,failed,2
DIY Electronics,2014-09-19 02:18:35,996,546,failed,22
Web,2016-04-11 21:18:26,800,0,canceled,0
Wearables,2014-10-14 18:38:28,35000,44388,successful,27
Web,2016-05-20 16:08:22,5000,10,failed,1
Software,2016-07-06 12:23:09,20000,462,failed,13
Web,2014-11-14 22:02:24,15000,1117,failed,6
Software,2016-02-01 04:00:00,30000,459,failed,11
Apps,2014-07-30 18:11:52,95000,10,failed,2
Software,2016-10-07 22:14:59,1000,0,failed,0
Gadgets,2016-09-10 01:35:07,20000,1239,failed,9
Web,2016-05-29 21:27:34,2000,0,failed,0
Technology,2015-07-03 18:09:48,25000,10,failed,1
Apps,2014-07-03 19:59:19,40000,36,failed,9
Software,2011-07-13 19:23:16,25000,25242,successful,414
Software,2013-01-28 04:13:09,10000,2542,failed,47
Sound,2016-06-30 15:02:34,50000,3601,canceled,70
Technology,2012-08-30 16:48:35,15000,327,failed,8
Technology,2015-05-15 20:23:32,3000,112,canceled,2
Hardware,2014-01-08 16:58:59,22000,22661,successful,502
Apps,2014-09-17 20:25:29,20000,60,failed,3
Hardware,2015-10-23 12:37:51,100000,305441.88,successful,637
Gadgets,2015-01-01 02:55:29,10000,62852,successful,906
Technology,2015-02-19 19:17:16,35000,0,failed,0
Hardware,2015-06-06 02:00:00,195000,259385,successful,268
Hardware,2013-07-30 02:11:49,37500,947,failed,24
Technology,2015-06-03 16:47:11,1000,0,failed,0
Apps,2015-05-09 21:41:44,350000,1,failed,1
Technology,2014-03-24 03:58:40,50000,7936,failed,75
Gadgets,2015-05-03 21:46:03,130000,783,failed,5
Hardware,2014-05-31 18:00:00,2800,177,failed,7
Technology,2015-04-27 00:48:46,34500,75,canceled,3
Web,2016-01-16 18:13:28,3000,0,failed,0
Gadgets,2015-07-18 19:29:04,30000,45161,successful,159
Technology,2016-09-18 18:33:52,5000,5484,successful,59
Sound,2014-11-22 05:00:00,5000,5432,successful,99
Web,2015-04-17 02:09:50,10000,0,failed,0
Apps,2014-10-05 08:10:32,10000,864,failed,22
Technology,2015-10-02 22:29:22,75000,94301,successful,165
Apps,2014-10-30 00:44:42,46000,23,failed,3
Apps,2014-11-09 23:32:12,100,35570.78,successful,374
Hardware,2011-09-25 22:27:06,3500,4550.25,successful,89
Hardware,2013-12-03 08:58:00,3714,883,failed,12
Sound,2016-03-14 12:46:24,7000,80,canceled,1
Technology,2014-11-14 03:16:01,20000,0,failed,0
Technology,2013-08-19 01:59:00,100000,2204,failed,11
Technology,2013-06-02 18:37:47,25000,1601,failed,65
DIY Electronics,2014-03-24 03:23:26,1500,5214.78,successful,111
Apps,2016-10-31 12:24:00,6000,2291,failed,35
Gadgets,2016-03-23 16:31:01,7500,11574,successful,134
Web,2015-04-15 03:09:00,1000,100,failed,1
Web,2015-04-27 06:08:00,20000,20117,successful,62
DIY Electronics,2015-10-03 22:38:10,1000,3956,successful,58
Robots,2014-12-23 05:42:05,2000,570,failed,12
Technology,2015-10-15 04:48:03,100000,0,failed,0
Technology,2016-01-01 17:49:15,95000,30,failed,2
Technology,2014-11-02 01:00:00,1000,0,failed,0
Technology,2014-01-15 03:00:00,10000,16185,successful,157
Apps,2015-06-04 21:03:16,20000,0,canceled,0
Apps,2015-05-06 20:52:33,60000,0,failed,0
Software,2016-11-16 02:08:00,100000,550,failed,3
Technology,2012-12-08 01:50:57,5500,1027,failed,40
Sound,2015-06-22 19:59:00,31111,112,failed,1
Software,2016-07-22 17:47:13,5000,0,failed,0
DIY Electronics,2013-10-19 18:00:00,20000,134563.03,successful,1474
Apps,2015-04-05 20:31:05,55000,0,failed,0
Hardware,2014-03-06 17:41:36,100000,44761.69,canceled,180
Technology,2012-11-20 00:58:57,24000,36,failed,8
Technology,2015-07-03 01:36:37,10000,0,failed,0
Software,2015-01-17 19:26:52,200000,300,failed,1
Apps,2015-05-08 20:45:14,100000,0,failed,0
Sound,2016-04-14 22:41:11,3500,15,failed,1
Sound,2014-12-31 16:59:00,12000,678,failed,8
Software,2015-07-01 21:06:52,7500,810,failed,18
Apps,2016-06-18 20:24:48,7500,1,failed,1
Web,2014-09-30 03:00:30,19000,929,failed,26
Software,2015-04-16 00:33:06,4000,685,failed,8
Web,2015-06-14 20:34:38,20000,23287,successful,241
Technology,2015-05-30 20:46:27,25000,0,canceled,0
Wearables,2014-09-03 20:49:24,25000,26,failed,2
Software,2016-04-20 16:50:06,15000,11,failed,2
Web,2014-08-28 02:50:56,1500,0,canceled,0
Hardware,2015-01-10 09:16:05,17000,1385,failed,12
Technology,2015-05-22 03:31:32,12500,40167,successful,337
Technology,2014-03-23 22:47:20,250000,50,failed,5
Technology,2014-08-18 03:01:21,20000,283,failed,6
Gadgets,2014-12-07 15:57:28,50000,2469,canceled,24
Technology,2013-07-11 16:29:00,10000,47984.22,successful,705
Software,2015-07-02 22:42:20,32000,2184,failed,61
DIY Electronics,2015-09-26 22:32:00,60000,550,failed,4
Web,2015-03-14 03:27:54,300,0,suspended,0
DIY Electronics,2015-05-13 11:59:48,11111,5674,failed,286
Apps,2016-04-15 18:32:48,25000,644,canceled,3
Gadgets,2014-08-17 00:50:20,10000,100,failed,1
Technology,2013-04-20 19:07:00,28700,310,failed,8
Web,2014-11-28 17:23:54,1000,0,failed,0
3D Printing,2016-10-21 17:30:35,100000,382027.77,successful,394
Technology,2015-01-26 18:37:53,5000,0,canceled,0
Hardware,2015-04-21 06:59:00,50000,632,failed,5
Apps,2016-07-01 05:58:11,155000,2338,canceled,24
Gadgets,2015-03-07 19:04:59,50000,63808,suspended,336
Sound,2016-06-27 11:01:38,35000,61572.5,successful,92
Software,2013-03-04 06:34:19,42000,2487,failed,34
Hardware,2014-11-16 23:55:03,75000,113,failed,3
Hardware,2014-05-31 07:51:24,73000,100,failed,2
Technology,2013-11-01 16:58:35,5000,1680,failed,44
Technology,2015-11-11 15:09:38,60000,4261,failed,20
Camera Equipment,2015-09-12 23:06:29,310000,6645,failed,12
Space Exploration,2015-10-31 09:23:45,3000,246,failed,6
Apps,2015-03-18 00:52:14,10000,1,failed,1
Technology,2015-06-01 03:23:46,10000,0,failed,0
Robots,2016-04-04 15:21:47,80000,2541,failed,36
Hardware,2015-09-04 19:32:25,200000,0,canceled,0
Technology,2012-05-16 16:48:37,48000,4290,canceled,16
Wearables,2015-10-01 20:39:45,75000,117583,successful,624
Web,2015-01-01 06:00:23,7500,7781,successful,76
Apps,2016-02-11 05:11:19,60000,5803,failed,57
Web,2015-03-05 01:39:31,150000,145,failed,3
Technology,2015-07-04 03:00:00,65000,0,failed,0
Gadgets,2015-04-02 00:18:13,20000,5,failed,1
Apps,2015-05-09 19:03:45,3500,1,failed,1
Fabrication Tools,2014-08-10 21:25:21,9000,25,failed,1
Web,2015-11-02 05:11:00,16500,145,failed,4
Apps,2015-03-13 21:44:36,50000,2,failed,2
Software,2014-08-10 23:45:23,5000,71,canceled,4
Gadgets,2015-09-26 23:41:36,12000,250,failed,1
Technology,2015-04-24 16:49:19,40000,30,failed,2
Apps,2015-04-29 12:49:33,50000,2086,failed,40
Apps,2015-03-26 00:00:00,4000,4431,successful,17
Flight,2015-04-09 10:18:22,1200,1811,successful,42
Technology,2013-11-17 02:59:13,80000,30156.14,failed,548
Hardware,2011-11-08 13:00:00,50000,11089.66,failed,203
Web,2014-07-02 18:50:02,3330,1383,failed,24
Wearables,2016-05-11 16:36:33,4500,14,failed,5
Software,2015-03-12 20:14:00,250000,0,failed,0
Web,2014-08-19 19:31:58,2500,0,failed,0
Gadgets,2014-09-26 20:56:10,5000,0,failed,0
Technology,2013-05-12 19:09:11,3500,325,failed,10
Gadgets,2015-05-30 15:01:15,60000,96583,canceled,613
Hardware,2016-08-24 22:41:00,25000,0,canceled,0
Technology,2011-10-26 22:28:25,3500,1170,failed,28
Camera Equipment,2016-02-26 19:02:22,100000,104813.8,successful,402
